round,index,qtime_ms,wall_ms,numFound,error
11,53,108,174,86515,
11,54,64,174,42447,
11,55,92,174,57740,
11,56,90,174,51690,
11,57,67,118,62677,
11,58,61,118,42027,
11,59,56,118,21154,
11,60,90,118,57843,
11,61,86,285,51462,
11,62,97,285,28775,
11,63,91,285,78266,
11,64,86,285,51775,
11,65,108,153,57399,
11,66,86,117,57652,
11,67,57,91,21066,
11,68,111,153,86570,
11,69,35,62,42242,
11,70,56,80,51602,
11,71,106,166,28927,
11,72,70,166,51458,
11,73,109,166,57668,
11,74,75,122,57425,
11,75,74,170,51971,
11,76,91,170,28703,
11,77,81,170,51797,
11,78,56,170,21107,
11,79,56,134,21011,
11,80,79,134,77800,
11,81,89,134,86001,
11,82,61,134,41591,
11,83,57,182,41946,
11,84,92,186,86462,
11,85,87,186,51899,
11,86,100,186,57964,
11,87,91,110,28924,
11,88,66,105,63475,
11,89,101,141,86043,
11,90,82,105,25826,
11,91,103,130,57497,
11,92,93,117,51467,
11,93,64,97,52064,
11,94,51,76,42240,
11,95,32,64,21042,
11,96,51,86,21041,
11,97,58,105,63347,
11,98,71,111,57535,
11,99,76,110,86000,
12,0,218,276,51869,
12,1,216,274,25862,
12,2,216,274,28869,
12,3,186,251,20885,
12,4,87,106,29107,
12,5,58,79,20881,
12,6,52,72,21103,
12,7,73,92,25804,
12,8,57,75,41653,
12,9,76,95,51763,
12,10,68,88,25820,
12,11,76,95,51819,
12,12,36,54,20930,
12,13,82,99,25873,
12,14,88,105,77452,
12,15,71,88,25722,
12,16,81,100,78097,
12,17,63,83,63414,
12,18,71,92,25940,
12,19,102,126,85933,
12,20,85,102,26151,
12,21,90,110,28882,
12,22,115,146,86741,
12,23,87,110,77592,
12,24,73,94,51517,
12,25,41,58,21068,
12,26,109,128,86515,
12,27,76,95,26012,
12,28,102,119,28992,
12,29,81,99,51647,
12,30,102,120,57868,
12,31,83,102,25688,
12,32,79,98,26041,
12,33,98,116,29013,
12,34,81,98,77793,
12,35,55,74,21142,
12,36,73,90,51458,
12,37,73,91,25737,
12,38,78,97,51707,
12,39,88,106,77667,
12,40,52,72,62978,
12,41,58,77,20978,
12,42,45,66,21209,
12,43,40,57,21323,
12,44,97,119,86658,
12,45,85,105,77571,
12,46,58,77,42186,
12,47,92,111,28643,
12,48,79,96,77693,
12,49,54,73,62871,
